"State","Year","Type_code","Type","Gender","Age_group","Total"
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Male","0-14",3
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","0-14",0
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","0-14",0
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","0-14",0
"Uttarakhand",2012,"Causes","Poverty","Male","0-14",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Male","0-14",0
"Uttarakhand",2012,"Causes","Property Dispute","Male","0-14",0
"Uttarakhand",2012,"Causes","Cancer","Male","0-14",0
"Uttarakhand",2012,"Causes","Causes Not known","Male","0-14",2
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Male","0-14",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Male","0-14",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Male","0-14",1
"Uttarakhand",2012,"Causes","Family Problems","Male","0-14",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Male","0-14",0
"Uttarakhand",2012,"Causes","Failure in Examination","Male","0-14",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Male","0-14",0
"Uttarakhand",2012,"Causes","Love Affairs","Male","0-14",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Male","0-14",1
"Uttarakhand",2012,"Causes","Professional/Career Problem","Male","0-14",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Male","0-14",0
"Uttarakhand",2012,"Causes","Divorce","Male","0-14",0
"Uttarakhand",2012,"Causes","Unemployment","Male","0-14",0
"Uttarakhand",2012,"Causes","Paralysis","Male","0-14",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Male","0-14",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Male","0-14",0
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Male","0-14",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Female","15-29",0
"Uttarakhand",2012,"Causes","Love Affairs","Female","15-29",4
"Uttarakhand",2012,"Causes","Property Dispute","Female","15-29",1
"Uttarakhand",2012,"Causes","Cancer","Female","15-29",0
"Uttarakhand",2012,"Causes","Causes Not known","Female","15-29",30
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","15-29",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","15-29",0
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","15-29",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Female","15-29",0
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Female","15-29",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Female","15-29",26
"Uttarakhand",2012,"Causes","Dowry Dispute","Female","15-29",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Female","15-29",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Female","15-29",0
"Uttarakhand",2012,"Causes","Poverty","Female","15-29",0
"Uttarakhand",2012,"Causes","Divorce","Female","15-29",4
"Uttarakhand",2012,"Causes","Unemployment","Female","15-29",2
"Uttarakhand",2012,"Causes","Family Problems","Female","15-29",24
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Female","15-29",6
"Uttarakhand",2012,"Causes","Professional/Career Problem","Female","15-29",0
"Uttarakhand",2012,"Causes","Paralysis","Female","15-29",0
"Uttarakhand",2012,"Causes","Failure in Examination","Female","15-29",2
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Female","15-29",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Female","15-29",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Female","15-29",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Female","15-29",1
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","15-29",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Male","15-29",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Male","15-29",1
"Uttarakhand",2012,"Causes","Poverty","Male","15-29",2
"Uttarakhand",2012,"Causes","Paralysis","Male","15-29",0
"Uttarakhand",2012,"Causes","Cancer","Male","15-29",0
"Uttarakhand",2012,"Causes","Failure in Examination","Male","15-29",4
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Male","15-29",2
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Male","15-29",8
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Male","15-29",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Male","15-29",1
"Uttarakhand",2012,"Causes","Causes Not known","Male","15-29",19
"Uttarakhand",2012,"Causes","Unemployment","Male","15-29",1
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Male","15-29",0
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Male","15-29",1
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","15-29",0
"Uttarakhand",2012,"Causes","Divorce","Male","15-29",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Male","15-29",2
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Male","15-29",0
"Uttarakhand",2012,"Causes","Family Problems","Male","15-29",23
"Uttarakhand",2012,"Causes","Love Affairs","Male","15-29",9
"Uttarakhand",2012,"Causes","Professional/Career Problem","Male","15-29",0
"Uttarakhand",2012,"Causes","Property Dispute","Male","15-29",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Male","15-29",0
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","15-29",0
"Uttarakhand",2012,"Causes","Family Problems","Female","30-44",15
"Uttarakhand",2012,"Causes","Love Affairs","Female","30-44",0
"Uttarakhand",2012,"Causes","Causes Not known","Female","30-44",11
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Female","30-44",2
"Uttarakhand",2012,"Causes","Professional/Career Problem","Female","30-44",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","30-44",0
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","30-44",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Female","30-44",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Female","30-44",16
"Uttarakhand",2012,"Causes","Poverty","Female","30-44",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Female","30-44",0
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Female","30-44",0
"Uttarakhand",2012,"Causes","Paralysis","Female","30-44",0
"Uttarakhand",2012,"Causes","Failure in Examination","Female","30-44",0
"Uttarakhand",2012,"Causes","Divorce","Female","30-44",2
"Uttarakhand",2012,"Causes","Property Dispute","Female","30-44",1
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","30-44",0
"Uttarakhand",2012,"Causes","Cancer","Female","30-44",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Female","30-44",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Female","30-44",0
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Female","30-44",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Female","30-44",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Female","30-44",0
"Uttarakhand",2012,"Causes","Unemployment","Female","30-44",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Female","30-44",0
"Uttarakhand",2012,"Causes","Family Problems","Male","30-44",17
"Uttarakhand",2012,"Causes","Dowry Dispute","Male","30-44",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Male","30-44",3
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Male","30-44",30
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","30-44",0
"Uttarakhand",2012,"Causes","Professional/Career Problem","Male","30-44",2
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","30-44",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Male","30-44",5
"Uttarakhand",2012,"Causes","Causes Not known","Male","30-44",37
"Uttarakhand",2012,"Causes","Death of Dear Person","Male","30-44",0
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Male","30-44",0
"Uttarakhand",2012,"Causes","Love Affairs","Male","30-44",2
"Uttarakhand",2012,"Causes","Poverty","Male","30-44",2
"Uttarakhand",2012,"Causes","Paralysis","Male","30-44",0
"Uttarakhand",2012,"Causes","Unemployment","Male","30-44",3
"Uttarakhand",2012,"Causes","Divorce","Male","30-44",0
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Male","30-44",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","30-44",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Male","30-44",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Male","30-44",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Male","30-44",0
"Uttarakhand",2012,"Causes","Failure in Examination","Male","30-44",0
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Male","30-44",4
"Uttarakhand",2012,"Causes","Property Dispute","Male","30-44",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Male","30-44",1
"Uttarakhand",2012,"Causes","Cancer","Male","30-44",0
"Uttarakhand",2012,"Causes","Failure in Examination","Female","45-59",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Female","45-59",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","45-59",0
"Uttarakhand",2012,"Causes","Love Affairs","Female","45-59",0
"Uttarakhand",2012,"Causes","Poverty","Female","45-59",0
"Uttarakhand",2012,"Causes","Cancer","Female","45-59",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Female","45-59",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Female","45-59",0
"Uttarakhand",2012,"Causes","Divorce","Female","45-59",0
"Uttarakhand",2012,"Causes","Family Problems","Female","45-59",3
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Female","45-59",0
"Uttarakhand",2012,"Causes","Causes Not known","Female","45-59",8
"Uttarakhand",2012,"Causes","Unemployment","Female","45-59",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Female","45-59",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Female","45-59",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Female","45-59",0
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Female","45-59",0
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Female","45-59",1
"Uttarakhand",2012,"Causes","Professional/Career Problem","Female","45-59",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Female","45-59",0
"Uttarakhand",2012,"Causes","Paralysis","Female","45-59",0
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Female","45-59",0
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","45-59",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Female","45-59",0
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"Uttarakhand",2012,"Causes","Property Dispute","Female","45-59",0
"Uttarakhand",2012,"Causes","Cancer","Male","45-59",0
"Uttarakhand",2012,"Causes","Divorce","Male","45-59",0
"Uttarakhand",2012,"Causes","Poverty","Male","45-59",2
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Male","45-59",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Male","45-59",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","45-59",0
"Uttarakhand",2012,"Causes","Unemployment","Male","45-59",1
"Uttarakhand",2012,"Causes","Professional/Career Problem","Male","45-59",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Male","45-59",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Male","45-59",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Male","45-59",7
"Uttarakhand",2012,"Causes","Love Affairs","Male","45-59",0
"Uttarakhand",2012,"Causes","Failure in Examination","Male","45-59",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Male","45-59",5
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Male","45-59",1
"Uttarakhand",2012,"Causes","Property Dispute","Male","45-59",1
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Male","45-59",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Male","45-59",0
"Uttarakhand",2012,"Causes","Family Problems","Male","45-59",7
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Male","45-59",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Male","45-59",0
"Uttarakhand",2012,"Causes","Paralysis","Male","45-59",0
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Male","45-59",2
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",0
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","45-59",0
"Uttarakhand",2012,"Causes","Causes Not known","Male","45-59",21
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Female","60+",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Female","60+",0
"Uttarakhand",2012,"Causes","Property Dispute","Female","60+",0
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","60+",0
"Uttarakhand",2012,"Causes","Cancer","Female","60+",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","60+",0
"Uttarakhand",2012,"Causes","Poverty","Female","60+",0
"Uttarakhand",2012,"Causes","Love Affairs","Female","60+",0
"Uttarakhand",2012,"Causes","Unemployment","Female","60+",0
"Uttarakhand",2012,"Causes","Professional/Career Problem","Female","60+",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Female","60+",0
"Uttarakhand",2012,"Causes","Causes Not known","Female","60+",4
"Uttarakhand",2012,"Causes","Dowry Dispute","Female","60+",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Female","60+",0
"Uttarakhand",2012,"Causes","Family Problems","Female","60+",1
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Female","60+",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Female","60+",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Female","60+",0
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","60+",0
"Uttarakhand",2012,"Causes","Failure in Examination","Female","60+",0
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Female","60+",2
"Uttarakhand",2012,"Causes","Paralysis","Female","60+",0
"Uttarakhand",2012,"Causes","Divorce","Female","60+",0
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Female","60+",0
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Female","60+",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Female","60+",0
"Uttarakhand",2012,"Causes","Drug Abuse/Addiction","Male","60+",0
"Uttarakhand",2012,"Causes","Family Problems","Male","60+",3
"Uttarakhand",2012,"Causes","Insanity/Mental Illness","Male","60+",0
"Uttarakhand",2012,"Causes","Paralysis","Male","60+",0
"Uttarakhand",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",0
"Uttarakhand",2012,"Causes","Cancer","Male","60+",0
"Uttarakhand",2012,"Causes","Professional/Career Problem","Male","60+",0
"Uttarakhand",2012,"Causes","Dowry Dispute","Male","60+",0
"Uttarakhand",2012,"Causes","Unemployment","Male","60+",0
"Uttarakhand",2012,"Causes","Death of Dear Person","Male","60+",0
"Uttarakhand",2012,"Causes","Divorce","Male","60+",0
"Uttarakhand",2012,"Causes","Illegitimate Pregnancy","Male","60+",0
"Uttarakhand",2012,"Causes","Causes Not known","Male","60+",6
"Uttarakhand",2012,"Causes","Other Prolonged Illness","Male","60+",4
"Uttarakhand",2012,"Causes","Failure in Examination","Male","60+",0
"Uttarakhand",2012,"Causes","Other Causes (Please Specity)","Male","60+",3
"Uttarakhand",2012,"Causes","Not having Children(Barrenness/Impotency","Male","60+",0
"Uttarakhand",2012,"Causes","Poverty","Male","60+",0
"Uttarakhand",2012,"Causes","Ideological Causes/Hero Worshipping","Male","60+",0
"Uttarakhand",2012,"Causes","Love Affairs","Male","60+",0
"Uttarakhand",2012,"Causes","Suspected/Illicit Relation","Male","60+",0
"Uttarakhand",2012,"Causes","Property Dispute","Male","60+",0
"Uttarakhand",2012,"Causes","Fall in Social Reputation","Male","60+",0
"Uttarakhand",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","60+",0
"Uttarakhand",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",0
"Uttarakhand",2012,"Causes","Illness (Aids/STD)","Male","60+",0
"Uttarakhand",2012,"Education_Status","Diploma","Female","0-100+",2
"Uttarakhand",2012,"Education_Status","Post Graduate and Above","Female","0-100+",2
"Uttarakhand",2012,"Education_Status","Graduate","Female","0-100+",7
"Uttarakhand",2012,"Education_Status","Hr. Secondary/Intermediate/Pre-Universit","Female","0-100+",36
"Uttarakhand",2012,"Education_Status","No Education","Female","0-100+",14
"Uttarakhand",2012,"Education_Status","Matriculate/Secondary","Female","0-100+",57
"Uttarakhand",2012,"Education_Status","Middle","Female","0-100+",30
"Uttarakhand",2012,"Education_Status","Primary","Female","0-100+",27
"Uttarakhand",2012,"Education_Status","Matriculate/Secondary","Male","0-100+",74
